,NLT_-1,NLT_0,NLT_1
SiE_-1,0.6766001376462492,0.1832931865106676,0.14010667584308328
SiE_0,0.0,0.0,0.0
SiE_1,0.2519518542615485,0.2013866297983084,0.5466615159401431
