,NLT_-1,NLT_0,NLT_1
SiE_-1,0.6306771938144462,0.23080152011330354,0.13852128607225025
SiE_0,0.0,0.0,0.0
SiE_1,0.23985224646069583,0.2503455949290266,0.5098021586102776
