,NLT_-1,NLT_0,NLT_1
Car_-1,0.7437731677180204,0.13823405085517332,0.11799278142680628
Car_0,0.41107056112598866,0.2790583546116958,0.3098710842623155
Car_1,0.07947298981162501,0.18009235505387378,0.7404346551345012
