,Car_-1,Car_0,Car_1
SiE_-1,0.35571099903230563,0.6324459597157157,0.011843041251978647
SiE_0,0.0,0.0,0.0
SiE_1,0.044974169354627225,0.7644297590013899,0.1905960716439829
